ID,InfoTitle,content,stockTag
6.17712E+11,中装建设推出员工持股计划 所涉股票将通过二级市场购买,"　　7月29日,深圳市中装建设集团股份有限公司(以下简称“公司”或“中装建设”)发布公告称,为了进一步完善公司激励体系,建立长效激励机制,充分调动员工的积极性,完善员工与公司全体股东的利益分享和风险共担机制,提高员工凝聚力和公司竞争力,实现企业的长远发展与员工利益的有机结合,公司拟推出员工持股计划(以下简称“本次员工持股计划”)。

　　在符合相关法律法规规定的前提下,本次员工持股计划所持有的股票累计不超过公司股本总额的10%,任一持有人持有的员工持股计划份额所对应的股票数量不超过公司股本总额的1%。目前具体形式目前尚未确定,资金规模将根据参与者认购情况确定。本次员工持股计划涉及的股票拟通过二级市场购买、大宗交易或协议转让等法律法规许可的方式取得。

　　本次员工持股计划参加对象的确定标准为符合以下条件之一的公司正式员工:(1)公司董事(不含独立董事)、监事、高级管理人员;(2)公司及下属子公司任职的核心管理人员、业务和技术骨干;(3)经公司董事会认定的其他员工。符合条件的员工按照依法、合规、自愿参与、风险自担的原则参加本次员工持股计划,具体参与名单经公司董事会审核确认、监事会核实,具体参加人数根据员工实际缴款情况确定。

　　为维护广大投资者的利益,充分保证信息披露的公平性,防止内幕信息泄露,公司董事会本着稳健、顺利实施的原则推进。本次员工持股计划尚处于筹划阶段,公司将对该计划的可行性进行充分、审慎讨论,并广泛征求员工意见。员工持股计划从推出到实施尚需公司董事会和股东大会批准,待该计划确定后公司将根据相关规定出具员工持股计划草案,并履行相应的审批程序。在此过程中,员工持股计划的推出面临着政策、利率、经济周期、流动性等诸多不确定风险。",
6.17721E+11,达安基因披露半年度业绩快报 净利微升1.61%至6051.46万元,"　　格隆汇7月29日 达安基因(002030.SZ)披露2019年半年度业绩快报,报告期内公司实现营业总收入5.16亿元,同比下降35.87%;营业利润7189.49万元,同比下降8.42%;利润总额7313.81万元,同比下降8.07%;归属于上市公司股东的净利润6051.46万元,同比增长1.61%。

　　上述指标同比变动的主要原因如下:公司的营业总收入减少的主要原因是原控股子公司云康健康产业投资股份有限公司自去年10月起不再纳入合并报表范围;营业利润及利润总额减少的主要原因是部分控股子公司业绩下降的影响。

　　报告期内,公司总体财务状况稳定。总资产较2018年末增长12.22%,归属于上市公司股东的所有者权益较2018年末增长28.11%,基本每股收益较去年同期增加1.33%,每股净资产较2018年末增长28.07%,上述指标同比变动的主要原因是:执行新金融准则导致归属于上市公司股东的所有者权益增加。",
6.17721E+11,山东矿机:王子刚减持期过半 尚未减持公司股份,"　　格隆汇7月29日 山东矿机(002526.SZ)公布,公司于2019年4月3日披露了《关于公司董事兼高管减持股份的预披露公告》,公司董事、高级管理人员王子刚计划在2019年4月4日起15个交易日后的6个月内(窗口期不减持),通过证券交易所集中竞价方式减持公司股份合计不超过239万股,占公司总股本的0.13%。

　　截至2019年7月29日,董事王子刚此次减持计划时间已过半,其尚未通过任何方式减持公司股份。",
6.17721E+11,弘亚数控拟吸收合并全资子公司亚冠精密,"　　格隆汇7月29日 弘亚数控(002833.SZ)公布,为进一步优化公司管理架构,降低管理成本,提高运营效率,公司拟吸收合并全资子公司广州亚冠精密制造有限公司(“亚冠精密”)。吸收合并完成后,公司存续经营,亚冠精密的独立法人资格将被注销,其全部资产、债权债务、业务和人员及其他一切权利与义务由公司承继。

　　亚冠精密云2019年3月1日在广州成立,其法定代表人为吴海洋,注册资本为1.54亿元,经营范围包括木材加工机械制造;金属结构制造;工业自动控制系统装置制造;通用机械设备销售;电子产品批发;软件开发;货物进出口(专营专控商品除外);技术进出口;自有房地产经营活动。

　　截止2019年6月30日,亚冠精密未经审计的总资产约为1.53亿元,净资产约为1.53亿元,营业收入为0万元,净利润为-80.15万元。",
6.17721E+11,银泰资源股东王水解除质押600万股,"　　格隆汇7月29日 银泰资源(000975.SZ)公布,2019年7月26日,公司接到股东王水通知,王水质押给恒泰证券的600万股公司股份已于2019年7月26日解除质押,相关解除质押手续已办理完毕。

　　截至目前,王水持有公司约3.12亿股,占公司股份总数的15.74%,累计质押股数约1.68亿股,占公司股份总数的8.47%。",
6.17721E+11,天音控股:德国GMP中标天音大厦建筑方案设计,"　　格隆汇7月29日 天音控股(000829.SZ)公布,天音大厦建筑方案设计公开招标项目方案定标会于近日召开。招标人依法组建定标委员会,定标委员会对2家候选中标方案进行了深入的讨论,从2家中标候选单位中评选出一名中标单位,中标单位为gmp international GmbH(德国gmp国际建筑设计有限公司;简称“德国GMP”)。

　　德国GMP创建于1965年,目前已发展成为在欧洲乃至世界范围内均享有声誉的建筑师事务所。在中国已建成的有北京嘉铭中心、重庆大剧院、中国国家博物馆和天津西站等。

　　据悉,天音大厦项目位于深圳市南山区深圳湾超级总部基地T207-0050地块,白石支二街与洲湾二街交汇处东北角。天音大厦为高层公共建筑,建设用地面积15539.46平方米,总规定建筑面积103000平方米,项目主体由南北2座塔楼、文化设施及商墅BOX建筑组成。该项目建成后将成为集办公、商业、通信机楼、文化设施等多种业态为一体的综合体。",
6.17721E+11,江河集团“19江河01”票面利率定为6.80%,"　　格隆汇7月29日 江河集团(601886.SH)公布,2019年7月26日,发行人和主承销商在网下向合格投资者进行了簿记建档。根据簿记建档结果,经发行人和主承销商充分协商和审慎判断,最终确定2019年公司债券(第一期)(“19江河01”)实际发行规模1亿元,票面利率为6.80%。

　　发行人将按上述票面利率于2019年7月29日至2019年7月30日面向合格投资者网下发行“19江河01”。",
6.17721E+11,仁东控股:筹划控制权变更事项 某国资科技金融资本控股集团或入主,"　　格隆汇7月29日 仁东控股(002647.SZ)公布,2019年7月29日,公司董事会收到公司控股股东北京仁东及其一致行动人仁东天津的通知,上述股东正在筹划重大事项,该事项涉及公司控制权及实际控制人的变更。此次交易对手方为某国有控股科技金融资本控股集团,预计该重大事项对上市公司股份权益影响比例不低于20%,该事项涉及有关部门事前审批。公司股票自2019年7月29日开市起停牌,预计停牌时间不超过两个交易日。",
6.17721E+11,国联水产拟出资400万美元在港设立国联印度 加速全球供应链布局,"　　格隆汇7月29日 国联水产(300094.SZ)公布,根据战略发展的需要,公司或公司的全资子公司国联(香港)国际投资有限公司拟出资400万美元,在香港投资设立全资子公司“国联(印度)投资有限公司”(最终名称以工商局核准为准)。

　　公司指出,此次投资是公司实现全球化运营的重要举措,有利于公司深化全球供应链建设,加快公司全球供应布局的进程,促进公司可持续健康发展,为股东创造更大价值。",
6.17721E+11,金证股份完成发行3亿元公司债,"　　格隆汇7月29日 金证股份(600446.SH)公布,2019年公司债券发行工作已于2019年7月26日结束,经发行人和主承销商共同协商,该期债券实际发行规模为人民币3亿元,最终票面利率为4.85%。",
6.17721E+11,利民股份实控人李明已减持386.3万股,"　　格隆汇7月29日 利民股份(002734.SZ)公布,自2019年7月23日-2019年7月26日期间,公司控股股东、实际控制人李明通过大宗交易方式减持公司股份386.3万股,占公司总股本的1.3626%。此次减持后,李明持股比例由21.8661%降至20.5035%。",
6.17728E+11,"惠发股份上半年亏损4000余万,股东上半年频频减持套现","　　26日下午,惠发股份发布公告表示,业绩预计亏损4400 万元至4900万元,归属于上市公司股东扣除非经常性损益后的净利润-4360 万元到-4860万元。

　　对于亏损原因,惠发股份解释称主要受原材料价格大幅上涨导致产品毛利率下降较大;二是报告期内销售费用、管理费用、财务费用增加较大。

　　与上年同期相比,惠发股份的业绩下滑明显。去年上半年惠发股份盈利1113.3万元,扣非净利润820.67万元。

　　2019年一季度,惠发股份的业绩已经出现亏损。一季度报显示,公司实现营业收入1.61亿元,同比下滑16.87%,净利润为亏损2499.94万元,同比下滑-1296.27%。

　　惠发股份财务数据

　　位于山东诸城市的惠发股份于2017年6月上市,2017年惠发股份全年业绩增长明显,营收、净利润分别增长5.47%和43.36%。

　　不过,从2018年一季度开始,惠发股份的业绩便进入下滑通道。2018年一季度,虽然营业收入增长16.15%,但是其净利润只有208.98万元,同比断崖式下滑71.15%。

　　截至2018年底,惠发股份也未能扭转颓势,全年营收虽然增长11%,但是净利润只有3991.89万元,同比减少24.56%。

　　一季度报显示,惠发股份账上货币资金余额1.65亿元,但是其应收票据及应收账款高达1.04亿元,存货1.45亿元,二者合计所占流动资产比例超过50%。

　　但是惠发股份的短期借款一项就高达2.23亿元,一年内到期的非流动负债近5000万元。

　　减持记录

　　值得注意的是,作为惠发股份的股东,北京弘富成长投资管理中心(下称“北京弘富”) 自2018年10月份开始,已经接连4次频频减持公司股份,其中仅2019年就减持了三次。

　　资料显示,北京弘富共持有828.72万股股份,四次减持已经减持近200万股,套现近2000万元。

　　此外,作为原始股东的自然人黄娟在2018年6月份首批限售股解禁后,进行了清仓减持。

　　数据显示,其2018年8月7日,黄娟完成清仓减持计划,减持均价为9.60-10.10元/股,合计套现金额约1649.44万元。",
6.17729E+11,西安银行上市4月股价翻倍 总资产2571.27亿元,"    7月26日晚间，西安银行(600928.SH)披露了2019年上半年业绩快报。

    报告显示，截至2019年6月末，西安银行总资产2571.27亿元，较年初增长5.60%；吸收存款本金总额1621.97亿元，较年初增长3.99%；发放贷款及垫款本金总额1435.61亿元，较年初增长8.18%。

    从数据来看，西安银行上半年各项业务增幅明显。具体而言，1-6月份实现营收33.92亿元，较上年同期增长26.76%；利润总额达16.17亿元，较上年同期增长8.52%；归属于母公司股东的净利润13.33亿元，较上年同期增长11.08%。

    资产质量方面有所好转，西安银行6月末不良贷款率为1.19%，较年初下降0.01个百分点；拨备覆盖率为248.66%，较年初上升32.13个百分点；贷款拨备率为2.97%，较年初上升0.37个百分点。

    资产收益上，西安银行上半年基本每股收益0.31元，同比增长3.33%；年化加权平均净资产收益率6.12%，同比下降0.47个百分点。

    西安银行今年3月1日登陆上交所主板，成为西北地区首家A股上市银行，发行价4.68元。截至7月26日A股收盘，西安银行股价报收7.18元，较发行价增长53.41%。",
6.17731E+11,上海三毛上半年净利润预增526%左右,"　　格隆汇7月29日 上海三毛(600689.SH)公布,经公司财务部门初步测算,预计2019年上半年实现归属上市公司股东的净利润与上年同期相比将增加约847万元,同比增长526%左右。此次业绩预增主要原因是公司资产处置收益事项产生的非经常性损益同比增加所致。

　　扣除非经常性损益事项后,公司归属于上市公司股东的扣除非经常性损益的净利润与上年同期相比预计将增加亏损约50万元左右。",
6.17731E+11,常宝股份股东常宝投资解除质押3000万股,"　　格隆汇7月29日 常宝股份(002478.SZ)公布,公司近日收到公司持股5%以上股东江苏常宝投资发展有限公司(以下简称“常宝投资”)关于其持有的3000万股公司股份解除股权质押的通知,本次解除质押占其所持股份比例的35.74%。

　　截至本公告披露日,常宝投资持有公司股份8394.57万股,占公司总股本的8.74%。本次解除质押后,常宝投资累计质押其持有的公司股份余额为3189.79万股,占公司总股本3.32%。",
6.17731E+11,昊华能源上半年煤炭销量升10.06%至703.42万吨,"　　格隆汇7月29日 昊华能源(601101.SH)公布,2019年第二季度,实现煤炭产量359.48万吨,同比增长79.68%;煤炭销量375.94万吨,同比增长3.65%;实现煤炭销售收入11.81亿元,同比减少7.07%;煤炭销售毛利6.83亿元,同比减少9.72%。

　　第二季度,甲醇产量12.43万吨,同比增长2.64%;甲醇销量11.17万吨,同比增长0.09%;实现甲醇收入1.96亿元,同比减少19.92%;甲醇毛利2587万元,同比减少69.68%。

　　2019年上半年,实现煤炭产量638.16万吨,同比增长65.89%;煤炭销量703.42万吨,同比增长10.06%;实现煤炭销售收入24.197亿元,同比减少0.53%;煤炭销售毛利14.56亿元,同比增长1.47%。

　　上半年,甲醇产量23.78万吨,同比增长11.85%;甲醇销量23.76万吨,同比增长5.79%;实现甲醇收入4.08亿元,同比减少16.93%;甲醇毛利3939万元,同比减少72.36%。

　　煤炭产量同比增加65.89%,主要系红庆梁煤矿是2018年下半年由在建期转入正式经营期所致。甲醇收入同比降低16.93%,毛利同比下降72.36%,主要系甲醇价格同比大幅下降所致。",
6.17731E+11,南京化纤披露半年报 净亏损减少86.76%至746.67万元,"　　格隆汇7月29日 南京化纤(600889.SH)发布2019年半年度报告,实现营业收入4.05亿元,同比下降26.77%;归属于上市公司股东的净亏损746.67万元,同比减少86.76%;基本每股亏损0.018元。

　　2019年上半年国内经济发展面临的环境比2018年更为复杂严峻,中美爆发贸易战对纺织行业造成严重冲击,人民币汇率波动加大,纺织品出口不畅,粘胶短纤下道企业开工率大幅下降,纺织原料价格跌幅均超过10%,短纤每吨售价更是由2018年末1.32万元下跌至1.08万元,跌幅近20%,创下10年来的低位,短纤产品销售困难,生产厂家库存已达极限,纷纷减产、停产降低损失。公司全资子公司江苏金羚也于2019年5月13日临时停产检修去化库存,至今尚待复产。公司自年初以来生产经营情况极其困难。

　　公司面对严酷市场形势,齐心协力,努力化解风险,着力推动重点工程年产4万吨莱赛尔短纤维项目建设、江苏金羚全面进行安全整治、法伯耳公司人员分流安置收尾以及闲置资产安全管理规范处置等工作,生产经营活动有序开展。",
6.17731E+11,复旦复华股东上科科技已减持684.35万股,"　　格隆汇7月29日 复旦复华(600624.SH)公布,公司于2019年7月29日收到持股5%以上股东上科科技发来的《股份减持告知函》,截至2019年7月29日,上科科技以集中竞价交易方式累计减持公司股份共计约684.35万股,占公司总股本的0.9995%。截至目前,上科科技此次减持计划并未实施完毕。",
6.17731E+11,东睦股份拟2亿元与宁波新金广投资公司共同投设合伙企业,"　　格隆汇7月29日 东睦股份(600114.SH)公布,2019年7月29日,公司召开第六届董事会第三十一次会议,审议通过了《关于对外投资暨关联交易的议案》,董事会同意以自有资金或自筹资金与关联方宁波新金广投资管理有限公司(“宁波新金广投资公司”)共同投资设立宁波东睦广泰企业管理合伙企业(有限合伙)(暂定名,具体以企业登记机关核定为准)(“标的合伙企业”),注册资本为2.50亿元,其中公司为有限合伙人,以现金出资2.00亿元,占注册资本的80%,董事会同意宁波新金广投资公司为标的合伙企业普通合伙人,并代表标的合伙企业执行合伙事务;董事会同意签订《宁波东睦广泰企业管理合伙企业(有限合伙)合伙协议》(《合伙协议》)。

　　宁波东睦广泰企业管理合伙企业(有限合伙)(暂定名,具体以企业登记机关核定为准)经营范围:投资管理、实业投资、房地产投资、投资咨询、企业管理及其相关咨询服务;金属制品、金属材料的批发、零售;自营和代理各类货物及技术的进出口业务(具体以企业登记机关核定的经营范围为准)

　　公司此次与宁波新金广投资公司共同投资设立标的合伙企业,主要目的是更好地发挥公司与宁波新金广投资公司各自专长和优势,寻找外部项目以及股权投资机会,实现优势资源互补,获取投资收益,增加公司的盈利能力。

　　此次共同投资设立合伙企业,不会导致公司合并报告范围发生变化;由于此次投资占公司最近一期经审计净资产绝对值的8.02%,不会改变公司目前主营业务的方向,也不会因此类交易而形成依赖,因此不影响公司的独立性。",
6.17731E+11,大龙地产第二季度实现签约金额1.54亿元,"　　格隆汇7月29日 大龙地产(600159.SH)公布,房地产业务方面,2019年第二季度,公司实现签约面积12017.68平方米,同比增加987.05%;实现签约金额1.54亿元,同比增加3411.97%;2019年1-6月,公司累计实现签约面积14519.86平方米,同比增加455.30%;实现签约金额1.80亿元,同比增加1378.03%。

　　公司房地产出租总面积为68743.58平方米,取得租金总收入317.65万元,出租率38.03%,房地产每平方米月平均基本租金40.50元。

　　报告期内,公司无新增房地产项目储备,无新开工项目,无竣工项目。",
